Date,Season,Village,House,Trap,Lat_Convert,Long_Convert(W),Long_Use,Animal_ID,Genus_og,Genus_Cytb,Cytb_species,Sex,Age_wt,Weight_g,Length_mm,Tail_mm,Ear_mm,Right_foot_mm,Lactating,Embryos_num,Embryo_length_mm,F_reproduction,Ag_RDT,RDT_Score
15-Feb-19,Dry,Tongola,7,974,8.21101667,11.0509,-11.0509,321,Mastomys,NA,NA,F,Sub_adult,40,230,119,18,24,FALSE,NA,NA,FALSE,TRUE,2
15-Feb-19,Dry,Tongola,34,811,8.21101667,11.0509,-11.0509,322,Crocidura,NA,NA,F,Sub_adult,30.8,271,102,10,24,FALSE,NA,NA,FALSE,FALSE,0
15-Feb-19,Dry,Tongola,19,328,8.21101667,11.0509,-11.0509,323,Mastomys,NA,NA,M,Juvenile,25,229,101,10,24,NA,NA,NA,NA,TRUE,2
22-Feb-19,Dry,Kamboma,25,467,8.12856667,11.1136,-11.1136,324,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,35.5,240,109,18,24,FALSE,NA,NA,FALSE,FALSE,0
22-Feb-19,Dry,Kamboma,27,951,8.12856667,11.1136,-11.1136,325,Mastomys,Mastomys,Rattus rattus,M,Sub_adult,25.5,261,124,19,28,NA,NA,NA,NA,FALSE,0
22-Feb-19,Dry,Kamboma,41,853,8.12856667,11.1136,-11.1136,326,Mastomys,Mastomys,Mastomys natalensis,M,Adult,60,264,115,18,24,NA,NA,NA,NA,FALSE,0
22-Feb-19,Dry,Kamboma,34,877,8.12856667,11.1136,-11.1136,327,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,38.8,246,109,17,23,TRUE,NA,NA,FALSE,TRUE,4
22-Feb-19,Dry,Kamboma,8,912,8.12856667,11.1136,-11.1136,328,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,40,262,117,18,24,FALSE,NA,NA,FALSE,TRUE,2
22-Feb-19,Dry,Kamboma,34,411,8.12856667,11.1136,-11.1136,329,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,27.8,259,120,18,24,FALSE,NA,NA,FALSE,TRUE,5
22-Feb-19,Dry,Kamboma,32,854,8.12856667,11.1136,-11.1136,330,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,17.1,178,84,14,22,FALSE,NA,NA,FALSE,TRUE,1
22-Feb-19,Dry,Kamboma,31,977,8.12856667,11.1136,-11.1136,331,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,19.5,181,80,15,22,FALSE,NA,NA,FALSE,FALSE,0
22-Feb-19,Dry,Kamboma,26,904,8.12856667,11.1136,-11.1136,332,Mastomys,Rattus,Rattus rattus,M,Sub_adult,25.5,240,112,18,24,NA,NA,NA,NA,TRUE,3
22-Feb-19,Dry,Kamboma,2,993,8.12856667,11.1136,-11.1136,333,Rattus,Rattus,Rattus rattus,F,Sub_adult,30.5,318,164,23,31,FALSE,NA,NA,FALSE,TRUE,4
22-Feb-19,Dry,Kamboma,4,4,8.12856667,11.1136,-11.1136,334,Crocidura,Crocidura,Crocidura olivieri,M,Juvenile,15.9,183,65,17,19,NA,NA,NA,NA,NA,NA
28-Feb-19,Dry,Pujehun,18,877,8.15158,11.09198,-11.09198,335,Rattus,NA,NA,M,Sub_adult,25.5,295,147,21,33,NA,NA,NA,NA,FALSE,0
28-Feb-19,Dry,Pujehun,2,862,8.15158,11.09198,-11.09198,336,Rattus,NA,NA,M,Adult,56.5,349,179,23,34,NA,NA,NA,NA,FALSE,0
28-Feb-19,Dry,Pujehun,19,894,8.15158,11.09198,-11.09198,337,Rattus,NA,NA,M,Sub_adult,26.5,289,145,21,30,NA,NA,NA,NA,FALSE,0
28-Feb-19,Dry,Pujehun,14,846,8.15158,11.09198,-11.09198,338,Rattus,NA,NA,F,Sub_adult,30,294,139,20,29,FALSE,NA,NA,FALSE,FALSE,0
28-Feb-19,Dry,Pujehun,33,967,8.15158,11.09198,-11.09198,339,Crocidura,Crocidura,Crocidura olivieri,F,Juvenile,17.3,188,55,7,16,FALSE,NA,NA,FALSE,FALSE,0
28-Feb-18,Dry,Pujehun,4,503,8.15158,11.09198,-11.09198,340,Rattus,NA,NA,F,Juvenile,20.1,225,113,18,28,FALSE,NA,NA,FALSE,FALSE,0
28-Feb-19,Dry,Pujehun,4,809,8.15158,11.09198,-11.09198,341,Rattus,NA,NA,M,Adult,50.9,338,170,24,34,NA,NA,NA,NA,NA,NA
1-Mar-19,Dry,Pujehun,5,306,8.15158,11.09198,-11.09198,342,Mastomys,Mastomys,Mastomys natalensis,F,Adult,40.5,264,113,18,24,FALSE,NA,NA,FALSE,TRUE,4
1-Mar-19,Dry,Pujehun,4,804,8.15158,11.09198,-11.09198,343,Rattus,NA,NA,M,Juvenile,22.3,235,114,19,25,NA,NA,NA,NA,FALSE,0
1-Mar-19,Dry,Pujehun,5,109,8.15158,11.09198,-11.09198,344,Rattus,NA,NA,M,Adult,58.8,350,172,23,33,NA,NA,NA,NA,FALSE,0
1-Mar-19,Dry,Pujehun,9,1012,8.15158,11.09198,-11.09198,345,Rattus,NA,NA,M,Sub_adult,30.5,318,163,23,34,NA,NA,NA,NA,FALSE,0
1-Mar-19,Dry,Pujehun,5,5,8.15158,11.09198,-11.09198,346,Rattus,NA,NA,M,Sub_adult,38.5,340,180,23,34,NA,NA,NA,NA,FALSE,0
27-Mar-19,Dry,Bowohun,15,405,8.10533,11.2127,-11.2127,347,Mastomys,NA,NA,M,Adult,43.8,244,116,17,24,NA,NA,NA,NA,TRUE,1
27-Mar-19,Dry,Bowohun,15,926,8.10533,11.2127,-11.2127,348,Mastomys,NA,NA,F,Adult,52.4,247,114,18,24,TRUE,4,1.9,TRUE,TRUE,3
27-Mar-19,Dry,Bowohun,6,199,8.10533,11.2127,-11.2127,349,Rattus,NA,NA,F,Sub_adult,29.6,259,135,19,29,FALSE,NA,NA,FALSE,FALSE,0
27-Mar-19,Dry,Bowohun,15,931,8.10533,11.2127,-11.2127,350,Rattus,NA,NA,M,Juvenile,7.1,124,60,12,18,NA,NA,NA,NA,FALSE,0
27-Mar-19,Dry,Bowohun,28,11,8.10533,11.2127,-11.2127,351,Rattus,NA,NA,F,Sub_adult,25.6,249,129,19,29,FALSE,NA,NA,FALSE,FALSE,0
28-Mar-19,Dry,Bowohun,14,956,8.10533,11.2127,-11.2127,352,Mastomys,NA,NA,M,Adult,64,260,115,18,24,NA,NA,NA,NA,FALSE,0
28-Mar-19,Dry,Bowohun,15,522,8.10533,11.2127,-11.2127,353,Mastomys,Mastomys,Mastomys natalensis,F,Adult,47.9,223,89,17,23,TRUE,NA,NA,FALSE,TRUE,4
28-Mar-19,Dry,Bowohun,15,804,8.10533,11.2127,-11.2127,354,Mastomys,NA,NA,M,Juvenile,8.2,132,63,14,19,NA,NA,NA,NA,FALSE,0
28-Mar-19,Dry,Bowohun,23,138,8.10533,11.2127,-11.2127,355,Rattus,NA,NA,M,Adult,108.5,306,181,24,35,NA,NA,NA,NA,FALSE,0
28-Mar-19,Dry,Bowohun,15,841,8.10533,11.2127,-11.2127,356,Rattus,NA,NA,F,Adult,61.9,302,158,22,32,FALSE,NA,NA,FALSE,FALSE,0
28-Mar-19,Dry,Bowohun,18,898,8.10533,11.2127,-11.2127,357,Rattus,NA,NA,M,Sub_adult,33.4,271,141,20,39,NA,NA,NA,NA,FALSE,0
28-Mar-19,Dry,Bowohun,18,504,8.10533,11.2127,-11.2127,358,Rattus,NA,NA,M,Sub_adult,29.5,272,142,18,30,NA,NA,NA,NA,FALSE,0
28-Mar-19,Dry,Bowohun,7,45,8.10533,11.2127,-11.2127,359,Rattus,NA,NA,F,Adult,54.1,318,169,20,33,FALSE,NA,NA,FALSE,FALSE,0
2-Apr-19,Dry,Saleima,1,912,8.122449,11.193644,-11.193644,360,Mastomys,Mastomys,Mastomys natalensis,M,Adult,68.4,270,118,18,24,NA,NA,NA,NA,TRUE,5
2-Apr-19,Dry,Saleima,1,12,8.122449,11.193644,-11.193644,361,Mastomys,Mastomys,Mastomys natalensis,F,Adult,60.6,249,11.4,18,24,FALSE,NA,NA,FALSE,TRUE,5
2-Apr-19,Dry,Saleima,3,972,8.122449,11.193644,-11.193644,362,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,20,280,109,18,24,FALSE,NA,NA,FALSE,TRUE,4
2-Apr-19,Dry,Saleima,3,600,8.122449,11.193644,-11.193644,363,Mastomys,NA,NA,F,Sub_adult,27.1,234,109,18,35,FALSE,NA,NA,FALSE,FALSE,0
2-Apr-19,Dry,Saleima,5,198,8.122449,11.193644,-11.193644,364,Rattus,NA,NA,M,Juvenile,21.6,123,118,24,32,NA,NA,NA,NA,FALSE,0
2-Apr-19,Dry,Saleima,7,804,8.122449,11.193644,-11.193644,365,Mastomys,NA,NA,M,Juvenile,20.6,278,115,18,24,NA,NA,NA,NA,FALSE,0
2-Apr-19,Dry,Saleima,8,708,8.122449,11.193644,-11.193644,366,Mastomys,NA,NA,F,Adult,68.6,340,175,18,24,FALSE,NA,NA,FALSE,FALSE,0
2-Apr-19,Dry,Saleima,10,907,8.122449,11.193644,-11.193644,367,Rattus,NA,NA,F,Adult,73.4,339,175,23,31,FALSE,NA,NA,FALSE,FALSE,0
2-Apr-19,Dry,Saleima,11,406,8.122449,11.193644,-11.193644,368,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,32.2,322,94,18,24,NA,NA,NA,NA,TRUE,3
3-Apr-19,Dry,Saleima,1,806,8.122449,11.193644,-11.193644,369,Rattus,NA,NA,F,Adult,75.1,301,179,22,32,FALSE,NA,NA,FALSE,FALSE,0
3-Apr-19,Dry,Saleima,7,865,8.122449,11.193644,-11.193644,370,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,33.8,225,101,17,22,FALSE,NA,NA,FALSE,TRUE,1
3-Apr-19,Dry,Saleima,7,417,8.122449,11.193644,-11.193644,371,Rattus,Rattus,Rattus rattus,F,Adult,56.1,321,166,21,32,FALSE,NA,NA,FALSE,FALSE,0
3-Apr-19,Dry,Saleima,11/15?,193,8.122449,11.193644,-11.193644,372,Rattus,NA,NA,F,Adult,65.9,369,178,22,31,FALSE,NA,NA,FALSE,FALSE,0
10-Apr-19,Dry,Joru,11,912,7.69242,11.05632,-11.05632,373,Mastomys,NA,NA,M,Adult,56.6,239,103,18,24,NA,NA,NA,NA,FALSE,0
10-Apr-19,Dry,Joru,8,706,7.69242,11.05632,-11.05632,374,Rattus,NA,NA,F,Adult,112.9,287,155,2.4,31,FALSE,NA,NA,FALSE,FALSE,0
10-Apr-19,Dry,Joru,13,198,7.69242,11.05632,-11.05632,375,Mastomys,NA,NA,F,Sub_adult,27.1,223,101,17,23,FALSE,NA,NA,FALSE,FALSE,0
10-Apr-19,Dry,Joru,10,841,7.69242,11.05632,-11.05632,376,Praomys,NA,NA,F,Adult,59,282,139,21,25,FALSE,NA,NA,FALSE,NA,NA
10-Apr-19,Dry,Joru,22,845,7.69242,11.05632,-11.05632,377,Rattus,NA,NA,M,Adult,71.9,331,169,21,32,NA,NA,NA,NA,NA,NA
10-Apr-19,Dry,Joru,23,882,7.69242,11.05632,-11.05632,378,Rattus,NA,NA,F,Adult,103.5,341,188,23,32,FALSE,NA,NA,FALSE,FALSE,0
10-Apr-19,Dry,Joru,6,945,7.69242,11.05632,-11.05632,379,Mastomys,NA,NA,F,Juvenile,22.4,193,85,18,21,FALSE,NA,NA,FALSE,FALSE,0
10-Apr-19,Dry,Joru,22,865,7.69242,11.05632,-11.05632,380,Mastomys,NA,NA,M,Adult,58.3,250,109,18,24,NA,NA,NA,NA,TRUE,5
11-Apr-19,Dry,Joru,27,841,7.69242,11.05632,-11.05632,381,Rattus,NA,NA,M,Adult,48.1,291,148,21,28,NA,NA,NA,NA,FALSE,0
11-Apr-19,Dry,Joru,4,153,7.69242,11.05632,-11.05632,382,Praomys,NA,NA,F,Sub_adult,26.6,203,99,18,25,FALSE,NA,NA,FALSE,FALSE,0
11-Apr-19,Dry,Joru,16,330,7.69242,11.05632,-11.05632,383,Mastomys,NA,NA,M,Adult,81.4,224,118,17,24,NA,NA,NA,NA,FALSE,0
11-Apr-19,Dry,Joru,29,109,7.69242,11.05632,-11.05632,384,Rattus,NA,NA,M,Adult,123.4,354,184,24,32,NA,NA,NA,NA,FALSE,0
11-Apr-19,Dry,Joru,27,856,7.69242,11.05632,-11.05632,385,Rattus,NA,NA,F,Sub_adult,27,249,29,23,33,FALSE,NA,NA,FALSE,FALSE,0
11-Apr-19,Dry,Joru,17,32/1002?,7.69242,11.05632,-11.05632,386,Rattus,NA,NA,M,Sub_adult,29.6,259,138,19,28,NA,NA,NA,NA,FALSE,0
11-Apr-19,Dry,Joru,13,935,7.69242,11.05632,-11.05632,387,Mastomys,NA,NA,F,Juvenile,22.2,199,89,17,24,FALSE,NA,NA,FALSE,FALSE,0
3-May-19,Rainy,Njagor,3,860,8.24533,11.13538,-11.13538,388,Rattus,NA,NA,M,Adult,45.5,281,14.3,19,30,NA,NA,NA,NA,FALSE,0
3-May-19,Rainy,Njagor,NA,912,8.24533,11.13538,-11.13538,389,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,39.4,23.3,10.7,1.8,2.4,FALSE,NA,NA,FALSE,TRUE,2
3-May-19,Rainy,Njagor,NA,220,8.24533,11.13538,-11.13538,390,Mastomys,NA,NA,F,Sub_adult,28.2,239,112,18,24,FALSE,NA,NA,FALSE,FALSE,0
3-May-19,Rainy,Njagor,3,17,8.24533,11.13538,-11.13538,391,Rattus,NA,NA,F,Juvenile,19,201,100,18,24,FALSE,NA,NA,FALSE,FALSE,0
3-May-19,Rainy,Njagor,3,1011,8.24533,11.13538,-11.13538,392,Rattus,NA,NA,M,Juvenile,19.9,184,94,18,25,NA,NA,NA,NA,FALSE,0
3-May-19,Rainy,Njagor,13,1003,8.24533,11.13538,-11.13538,393,Rattus,NA,NA,F,Juvenile,19.2,216,112,19,25,FALSE,NA,NA,FALSE,FALSE,0
3-May-19,Rainy,Njagor,3,301,8.24533,11.13538,-11.13538,394,Rattus,NA,NA,M,Juvenile,23.4,201,98,19,25,NA,NA,NA,NA,FALSE,0
3-May-19,Rainy,Njagor,17,939,8.24533,11.13538,-11.13538,395,Rattus,NA,NA,F,Adult,121.7,401,186,23,34,FALSE,NA,NA,FALSE,FALSE,0
4-May-19,Rainy,Njagor,17,946,8.24533,11.13538,-11.13538,396,Rattus,NA,NA,M,Adult,107.5,377,194,25,34,NA,NA,NA,NA,FALSE,0
4-May-19,Rainy,Njagor,NA,964,8.24533,11.13538,-11.13538,397,Mastomys,NA,NA,F,Adult,64.6,245,108,18,24,FALSE,NA,NA,FALSE,FALSE,0
14-May-19,Rainy,Bambawo,2,975,8.00928,11.13246,-11.13246,398,Mastomys,NA,NA,F,Adult,52.3,244,116,18,24,FALSE,NA,NA,FALSE,FALSE,0
14-May-19,Rainy,Bambawo,21,938,8.00928,11.13246,-11.13246,399,Rattus,NA,NA,M,Adult,50,402,204,24,34,NA,NA,NA,NA,FALSE,0
15-May-19,Rainy,Bambawo,4,72,8.00928,11.13246,-11.13246,400,Rattus,NA,NA,F,Adult,136.3,390,209,27,34,FALSE,NA,NA,FALSE,FALSE,0
22-May-19,Rainy,Jamboma,14,877,8.12151667,11.2149,-11.2149,401,Mastomys,NA,NA,F,Adult,45.2,238,109,18,24,TRUE,NA,NA,FALSE,FALSE,0
22-May-19,Rainy,Jamboma,14,877,8.12151667,11.2149,-11.2149,402,Mastomys,NA,NA,M,Juvenile,12.1,163,78,15,22,NA,NA,NA,NA,FALSE,0
22-May-19,Rainy,Jamboma,14,856,8.12151667,11.2149,-11.2149,403,Mastomys,NA,NA,F,Adult,61.1,263,119,18,24,TRUE,9,9,TRUE,FALSE,0
22-May-19,Rainy,Jamboma,14,856,8.12151667,11.2149,-11.2149,404,Mastomys,NA,NA,F,Juvenile,19.5,184,85,15,22,FALSE,NA,NA,FALSE,FALSE,0
22-May-19,Rainy,Jamboma,15,998,8.12151667,11.2149,-11.2149,405,Rattus,NA,NA,F,Adult,113.4,374,199,25,32,TRUE,NA,NA,FALSE,FALSE,0
22-May-19,Rainy,Jamboma,14,332,8.12151667,11.2149,-11.2149,406,Mastomys,NA,NA,F,Adult,63.3,268,124,18,24,FALSE,10,8,TRUE,FALSE,0
22-May-19,Rainy,Jamboma,13,411,8.12151667,11.2149,-11.2149,407,Mastomys,NA,NA,F,Juvenile,17.8,176,79,14,23,FALSE,N,N,TRUE,FALSE,0
22-May-19,Rainy,Jamboma,3,138,8.12151667,11.2149,-11.2149,408,Rattus,NA,NA,F,Adult,118.2,380,210,25,33,TRUE,8,4,TRUE,FALSE,0
22-May-19,Rainy,Jamboma,3,107,8.12151667,11.2149,-11.2149,409,Rattus,NA,NA,F,Adult,95.7,371,203,23,33,FALSE,NA,NA,FALSE,FALSE,0
22-May-19,Rainy,Jamboma,4,960,8.12151667,11.2149,-11.2149,410,Rattus,NA,NA,F,Adult,45.3,301,158,23,29,FALSE,NA,NA,FALSE,FALSE,0
22-May-19,Rainy,Jamboma,2,912,8.12151667,11.2149,-11.2149,411,Rattus,NA,NA,M,Sub_adult,28.5,239,119,19,28,NA,NA,NA,NA,FALSE,0
22-May-19,Rainy,Jamboma,14,888,8.12151667,11.2149,-11.2149,412,Rattus,NA,NA,F,Adult,118.8,373,189,24,33,FALSE,NA,NA,FALSE,FALSE,0
22-May-19,Rainy,Jamboma,3,868,8.12151667,11.2149,-11.2149,413,Rattus,NA,NA,M,Juvenile,18.9,204,98,18,23,NA,NA,NA,NA,FALSE,0
22-May-19,Rainy,Jamboma,2,810,8.12151667,11.2149,-11.2149,414,Rattus,NA,NA,M,Adult,43.4,295,148,19,30,NA,NA,NA,NA,FALSE,0
22-May-19,Rainy,Jamboma,9,882,8.12151667,11.2149,-11.2149,415,Mastomys,NA,NA,F,Adult,68.6,270,119,18,24,FALSE,NA,NA,FALSE,FALSE,0
22-May-19,Rainy,Jamboma,3,1010,8.12151667,11.2149,-11.2149,416,Rattus,NA,NA,M,Adult,69.9,334,178,23,31,NA,NA,NA,NA,FALSE,0
22-May-19,Rainy,Jamboma,3,1010,8.12151667,11.2149,-11.2149,417,Rattus,Rattus,Rattus rattus,M,Adult,45.8,314,164,22,30,NA,NA,NA,NA,FALSE,0
22-May-19,Rainy,Jamboma,17,329,8.12151667,11.2149,-11.2149,418,Rattus,Rattus,Rattus rattus,F,Adult,50.5,315,119,23,34,FALSE,NA,NA,FALSE,FALSE,0
22-May-19,Rainy,Jamboma,2,409,8.12151667,11.2149,-11.2149,419,Rattus,NA,NA,M,Sub_adult,35.5,279,144,20,31,NA,NA,NA,NA,FALSE,0
22-May-19,Rainy,Jamboma,3,1020,8.12151667,11.2149,-11.2149,420,Rattus,Rattus,Rattus rattus,F,Adult,45.9,319,168,23,29,FALSE,NA,NA,FALSE,FALSE,0
22-May-19,Rainy,Jamboma,5,72,8.12151667,11.2149,-11.2149,421,Rattus,Rattus,Rattus rattus,M,Adult,45.6,324,169,21,29,NA,NA,NA,NA,FALSE,0
23-May-19,Rainy,Jamboma,14,933,8.12151667,11.2149,-11.2149,422,Mastomys,NA,NA,F,Sub_adult,35.1,257,121,18,24,FALSE,NA,NA,FALSE,FALSE,0
23-May-19,Rainy,Jamboma,11,306,8.12151667,11.2149,-11.2149,423,Mastomys,Mastomys,Mastomys erythroleucus,F,Adult,50.5,279,125,18,25,FALSE,NA,NA,FALSE,TRUE,1
23-May-19,Rainy,Jamboma,14,865,8.12151667,11.2149,-11.2149,424,Mastomys,NA,NA,M,Adult,57.5,301,138,18,25,NA,NA,NA,NA,FALSE,0
23-May-19,Rainy,Jamboma,2,962,8.12151667,11.2149,-11.2149,425,Rattus,NA,NA,M,Sub_adult,27.5,262,138,19,29,NA,NA,NA,NA,FALSE,0
23-May-19,Rainy,Jamboma,10,109,8.12151667,11.2149,-11.2149,426,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,22.5,235,105,17,24,FALSE,NA,NA,FALSE,TRUE,4
23-May-19,Rainy,Jamboma,5,45,8.12151667,11.2149,-11.2149,427,Mastomys,Mastomys,Mastomys natalensis,M,Adult,45.5,261,113,18,24,NA,NA,NA,NA,TRUE,3
23-May-19,Rainy,Jamboma,9,905,8.12151667,11.2149,-11.2149,428,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,12,155,69,12,19,NA,NA,NA,NA,NA,NA
19-Jun-19,Rainy,Saahun ,15,964,7.769487,11.113127,-11.113127,429,Hylomyscus,Hylomyscus,Hylomyscus simus,F,Juvenile,20.5,183,91,17,17,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,11,894,7.769487,11.113127,-11.113127,430,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,35.6,23.8,100,18,24,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,6,20,7.769487,11.113127,-11.113127,431,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,14.9,155,70,16,19,NA,NA,NA,NA,FALSE,0
19-Jun-19,Rainy,Saahun ,13,949,7.769487,11.113127,-11.113127,432,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,21,185,90,16,24,NA,NA,NA,NA,FALSE,0
19-Jun-19,Rainy,Saahun ,9,895,7.769487,11.113127,-11.113127,433,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,21.8,186,89,16,22,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,7,946,7.769487,11.113127,-11.113127,434,Mastomys,Mastomys,Mastomys natalensis,F,Adult,62.6,237,81,18,24,TRUE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,26,814,7.769487,11.113127,-11.113127,435,Mastomys,Mastomys,Mastomys natalensis,F,Adult,52.6,249,109,18,24,FALSE,NA,NA,FALSE,TRUE,5
19-Jun-19,Rainy,Saahun ,6,908,7.769487,11.113127,-11.113127,436,Mastomys,Mastomys,Mastomys natalensis,M,Adult,41.9,238,108,18,24,NA,NA,NA,NA,FALSE,0
19-Jun-19,Rainy,Saahun ,14,829,7.769487,11.113127,-11.113127,437,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,15.2,165,78,14,19,NA,NA,NA,NA,TRUE,4
19-Jun-19,Rainy,Saahun ,1,960,7.769487,11.113127,-11.113127,438,Mastomys,NA,NA,F,Adult,52.9,244,108,18,24,FALSE,NA,NA,FALSE,TRUE,2
19-Jun-19,Rainy,Saahun ,11,936,7.769487,11.113127,-11.113127,439,Mastomys,NA,NA,F,Adult,43.7,261,115,18,24,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,26,412,7.769487,11.113127,-11.113127,440,Mastomys,Mastomys,Mastomys natalensis,F,Adult,67.6,276,122,18,24,FALSE,NA,NA,FALSE,TRUE,5
19-Jun-19,Rainy,Saahun ,7,955,7.769487,11.113127,-11.113127,441,Mastomys,NA,NA,F,Adult,84.7,273,125,18,24,FALSE,12,13,TRUE,TRUE,4
19-Jun-19,Rainy,Saahun ,20,1015,7.769487,11.113127,-11.113127,442,Mastomys,Mastomys,Mastomys natalensis,F,Adult,61.2,252,16,18,24,TRUE,10,3,TRUE,FALSE,0
19-Jun-19,Rainy,Saahun ,13,253,7.769487,11.113127,-11.113127,443,Mastomys,Mastomys,Mastomys natalensis,M,Adult,48.2,258,121,17,24,NA,NA,NA,NA,FALSE,0
19-Jun-19,Rainy,Saahun ,9,966,7.769487,11.113127,-11.113127,444,Mastomys,Mastomys,Mastomys natalensis,M,Adult,62,281,125,18,24,NA,NA,NA,NA,FALSE,0
19-Jun-19,Rainy,Saahun ,24,506,7.769487,11.113127,-11.113127,445,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,20.3,195,94,18,24,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,1,55,7.769487,11.113127,-11.113127,446,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,32.1,213,94,17,23,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,14,938,7.769487,11.113127,-11.113127,447,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,30.1,241,81,18,24,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,6,177,7.769487,11.113127,-11.113127,448,Rattus,Rattus,Rattus rattus,F,Sub_adult,31.7,253,137,23,33,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,1,52,7.769487,11.113127,-11.113127,449,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,14.2,121,83,12,18,NA,NA,NA,NA,FALSE,0
19-Jun-19,Rainy,Saahun ,4,919,7.769487,11.113127,-11.113127,450,Mastomys,Mastomys,Mastomys natalensis,M,Adult,59.4,265,136,18,23,NA,NA,NA,NA,FALSE,0
19-Jun-19,Rainy,Saahun ,6,869,7.769487,11.113127,-11.113127,451,Rattus,Rattus,Rattus rattus,M,Sub_adult,30.2,252,128,19,23,NA,NA,NA,NA,FALSE,0
19-Jun-19,Rainy,Saahun ,6,806,7.769487,11.113127,-11.113127,452,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,26.9,243,93,16,21,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,13,78,7.769487,11.113127,-11.113127,453,Mastomys,Mastomys,Mastomys natalensis,F,Adult,52.4,244,108,18,24,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,22,90,7.769487,11.113127,-11.113127,454,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,12.2,164,83,13,16,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,8,900,7.769487,11.113127,-11.113127,455,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,17,125,72,14,29,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,11,818,7.769487,11.113127,-11.113127,456,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,16.2,161,83,15,21,FALSE,NA,NA,FALSE,TRUE,2
19-Jun-19,Rainy,Saahun ,26,877,7.769487,11.113127,-11.113127,457,Rattus,Rattus,Rattus rattus,M,Juvenile,24.2,238,119,19,26,NA,NA,NA,NA,FALSE,0
19-Jun-19,Rainy,Saahun ,6,856,7.769487,11.113127,-11.113127,458,Rattus,Rattus,Rattus rattus,F,Adult,58.8,301,133,28,27,FALSE,NA,NA,FALSE,FALSE,0
19-Jun-19,Rainy,Saahun ,17,984,7.769487,11.113127,-11.113127,459,Mastomys,Mastomys,Mastomys natalensis,M,Adult,70.3,280,129,18,24,NA,NA,NA,NA,FALSE,0
20-Jun-19,Rainy,Saahun ,7,226,7.769487,11.113127,-11.113127,460,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,17.2,176,84,14,19,NA,NA,NA,NA,FALSE,0
20-Jun-19,Rainy,Saahun ,23,72,7.769487,11.113127,-11.113127,461,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,20.4,193,92,17,23,NA,NA,NA,NA,FALSE,0
20-Jun-19,Rainy,Saahun ,24,988,7.769487,11.113127,-11.113127,462,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,33.3,221,101,18,24,FALSE,NA,NA,FALSE,FALSE,0
20-Jun-19,Rainy,Saahun ,24,304,7.769487,11.113127,-11.113127,463,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,34.7,230,106,18,24,NA,NA,NA,NA,TRUE,4
20-Jun-19,Rainy,Saahun ,24,867,7.769487,11.113127,-11.113127,464,Mastomys,Mastomys,Mastomys natalensis,F,Adult,47.9,257,115,18,24,FALSE,NA,NA,FALSE,FALSE,0
