Date,Season,Village,House,Trap,Lat_Convert,Long_Convert(W),Long_Use,Animal_ID,Genus_og,Genus_Cytb,Cytb_species,Sex,Age_wt,Weight_g,Length_mm,Tail_mm,Ear_mm,Right_foot_mm,Lactating,Embryos_num,Embryo_length_mm,F_reproduction,Ag_RDT,RDT_Score
20-Jun-19,Rainy,Saahun ,1,179,7.769487,11.113127,-11.113127,465,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,31.3,217,101,18,24,NA,NA,NA,NA,TRUE,3
20-Jun-19,Rainy,Saahun ,2,896,7.769487,11.113127,-11.113127,466,Mastomys,Mastomys,Mastomys natalensis,F,Adult,42.9,252,119,18,24,FALSE,NA,NA,FALSE,TRUE,5
20-Jun-19,Rainy,Saahun ,4,440,7.769487,11.113127,-11.113127,467,Mastomys,NA,NA,F,Adult,41.8,254,116,18,24,FALSE,NA,NA,FALSE,FALSE,0
20-Jun-19,Rainy,Saahun ,7,708,7.769487,11.113127,-11.113127,468,Mastomys,NA,NA,F,Adult,79.5,258,113,18,24,FALSE,14,18,TRUE,FALSE,0
20-Jun-19,Rainy,Saahun ,7,1000,7.769487,11.113127,-11.113127,469,Mastomys,NA,NA,F,Adult,66.8,278,129,18,24,TRUE,13,7,TRUE,FALSE,0
20-Jun-19,Rainy,Saahun ,7,1000,7.769487,11.113127,-11.113127,470,Mastomys,NA,NA,F,Sub_adult,30.8,218,104,16,23,FALSE,NA,NA,FALSE,FALSE,0
20-Jun-19,Rainy,Saahun ,7,1000,7.769487,11.113127,-11.113127,471,Mastomys,NA,NA,M,Juvenile,17,183,88,13,22,NA,NA,NA,NA,FALSE,0
20-Jun-19,Rainy,Saahun ,7,439,7.769487,11.113127,-11.113127,472,Mastomys,NA,NA,F,Adult,53.6,241,114,18,24,FALSE,NA,NA,FALSE,FALSE,0
20-Jun-19,Rainy,Saahun ,7,439,7.769487,11.113127,-11.113127,473,Mastomys,NA,NA,F,Sub_adult,37.3,233,109,18,24,FALSE,6,18,TRUE,FALSE,0
20-Jun-19,Rainy,Saahun ,7,849,7.769487,11.113127,-11.113127,474,Mastomys,Mastomys,Mastomys natalensis,M,Adult,76.6,212,109,18,24,NA,NA,NA,NA,TRUE,2
20-Jun-19,Rainy,Saahun ,14,405,7.769487,11.113127,-11.113127,475,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,8.8,85,132,15,22,NA,NA,NA,NA,FALSE,0
20-Jun-19,Rainy,Saahun ,12,884,7.769487,11.113127,-11.113127,476,Mastomys,Mastomys,Mastomys natalensis,M,Adult,41.8,258,123,18,24,NA,NA,NA,NA,TRUE,3
20-Jun-19,Rainy,Saahun ,17,824,7.769487,11.113127,-11.113127,477,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,39.7,239,103,16,24,NA,NA,NA,NA,FALSE,0
20-Jun-19,Rainy,Saahun ,12,835,7.769487,11.113127,-11.113127,478,Mastomys,Mastomys,Mastomys natalensis,M,Adult,44.2,231,101,18,24,NA,NA,NA,NA,TRUE,2
20-Jun-19,Rainy,Saahun ,20,886,7.769487,11.113127,-11.113127,479,Mastomys,Mastomys,Mastomys natalensis,F,Adult,56.6,272,119,18,24,FALSE,NA,NA,FALSE,FALSE,0
20-Jun-19,Rainy,Saahun ,16,882,7.769487,11.113127,-11.113127,480,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,22.5,209,101,15,23,NA,NA,NA,NA,TRUE,1
20-Jun-19,Rainy,Saahun ,11,1004,7.769487,11.113127,-11.113127,481,Mastomys,Mastomys,Mastomys natalensis,F,Adult,47.5,238,113,18,23,FALSE,NA,NA,FALSE,FALSE,0
27-Jun-19,Rainy,Saahun ,10,936,7.769487,11.113127,-11.113127,482,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,12,164,79,14,19,FALSE,NA,NA,FALSE,FALSE,0
27-Jun-19,Rainy,Saahun ,8,814,7.769487,11.113127,-11.113127,483,Rattus,NA,NA,F,Adult,75,310,173,23,30,FALSE,NA,NA,FALSE,FALSE,0
27-Jun-19,Rainy,Saahun ,13,876,7.769487,11.113127,-11.113127,484,Rattus,NA,NA,M,Adult,73.4,390,169,19,23,NA,NA,NA,NA,TRUE,1
27-Jun-19,Rainy,Saahun ,10,884,7.769487,11.113127,-11.113127,485,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,7.5,258,118,18,24,NA,NA,NA,NA,TRUE,3
27-Jun-19,Rainy,Saahun ,4,706,7.769487,11.113127,-11.113127,486,Rattus,NA,NA,M,Adult,121.6,375,203,26,35,NA,NA,NA,NA,FALSE,0
27-Jun-19,Rainy,Saahun ,6,809,7.769487,11.113127,-11.113127,487,Crocidura,NA,NA,F,Juvenile,23.2,198,68,60,18,FALSE,NA,NA,FALSE,FALSE,0
27-Jun-19,Rainy,Saahun ,14,856,7.769487,11.113127,-11.113127,488,Rattus,NA,NA,F,Adult,103.7,369,193,23,35,FALSE,NA,NA,FALSE,FALSE,0
27-Jun-19,Rainy,Saahun ,3,868,7.769487,11.113127,-11.113127,489,Rattus,NA,NA,M,Juvenile,17.7,215,110,19,25,NA,NA,NA,NA,FALSE,0
27-Jun-19,Rainy,Saahun ,3,509,7.769487,11.113127,-11.113127,490,Rattus,NA,NA,M,Sub_adult,29.1,291,115,18,24,NA,NA,NA,NA,FALSE,0
27-Jun-19,Rainy,Saahun ,2,1001,7.769487,11.113127,-11.113127,491,Mastomys,NA,NA,F,Juvenile,--,143,64,11,18,FALSE,NA,NA,FALSE,FALSE,0
27-Jun-19,Rainy,Saahun ,13,955,7.769487,11.113127,-11.113127,492,Rattus,NA,NA,F,Adult,44.2,291,148,24,31,FALSE,NA,NA,FALSE,FALSE,0
27-Jun-19,Rainy,Saahun ,13,900,7.769487,11.113127,-11.113127,493,Rattus,NA,NA,M,Adult,68.3,322,167,22,33,NA,NA,NA,NA,FALSE,0
28-Jun-19,Rainy,Saahun ,1,14,7.769487,11.113127,-11.113127,494,Mastomys,NA,NA,F,Juvenile,14.3,171,83,12,18,FALSE,NA,NA,FALSE,FALSE,0
28-Jun-19,Rainy,Saahun ,13,877,7.769487,11.113127,-11.113127,495,Rattus,Rattus,Rattus rattus,M,Sub_adult,28.2,244,141,21,29,NA,NA,NA,NA,FALSE,0
28-Jun-19,Rainy,Saahun ,13,412,7.769487,11.113127,-11.113127,496,Rattus,NA,NA,F,Juvenile,22.4,281,115,21,25,FALSE,NA,NA,FALSE,FALSE,0
28-Jun-19,Rainy,Saahun ,13,869,7.769487,11.113127,-11.113127,497,Rattus,Mastomys,Mastomys natalensis,F,Sub_adult,32,154,92,21,32,FALSE,NA,NA,FALSE,TRUE,3
28-Jun-19,Rainy,Saahun ,14,177,7.769487,11.113127,-11.113127,498,Mastomys,NA,NA,M,Sub_adult,32.1,225,98,18,23,NA,NA,NA,NA,FALSE,0
3-Jul-19,Rainy,Koi,6,882,8.0412,11.0551,-11.0551,499,Mastomys,NA,NA,M,Adult,52.1,248,111,18,24,NA,NA,NA,NA,FALSE,0
3-Jul-19,Rainy,Koi,2,884,8.0412,11.0551,-11.0551,500,Rattus,NA,NA,M,Adult,52,303,154,21,31,NA,NA,NA,NA,FALSE,0
3-Jul-19,Rainy,Koi,1,938,8.0412,11.0551,-11.0551,501,Rattus,NA,NA,F,Adult,108.5,379,201,25,34,FALSE,4,1.5,TRUE,NA,NA
3-Jul-19,Rainy,Koi,11,80,8.0412,11.0551,-11.0551,502,Rattus,NA,NA,M,Adult,52.6,296,148,19,27,NA,NA,NA,NA,FALSE,0
3-Jul-19,Rainy,Koi,10,197,8.0412,11.0551,-11.0551,503,Rattus,NA,NA,M,Sub_adult,31.8,257,135,19,26,NA,NA,NA,NA,FALSE,0
3-Jul-19,Rainy,Koi,16,916,8.0412,11.0551,-11.0551,504,Rattus,NA,NA,M,Adult,44.8,297,157,19,29,NA,NA,NA,NA,FALSE,0
3-Jul-19,Rainy,Koi,2,836,8.0412,11.0551,-11.0551,505,Rattus,NA,NA,M,Adult,110.5,360,188,24,38,NA,NA,NA,NA,FALSE,0
3-Jul-19,Rainy,Koi,23,306,8.0412,11.0551,-11.0551,506,Rattus,NA,NA,F,Sub_adult,35.5,266,128,19,29,FALSE,NA,NA,FALSE,NA,NA
3-Jul-19,Rainy,Koi,27,877,8.0412,11.0551,-11.0551,507,Rattus,NA,NA,M,Adult,55.3,245,15,16,28,NA,NA,NA,NA,FALSE,0
3-Jul-19,Rainy,Koi,6,329,8.0412,11.0551,-11.0551,508,Rattus,NA,NA,F,Sub_adult,32.3,265,133,20,28,FALSE,NA,NA,FALSE,FALSE,0
3-Jul-19,Rainy,Koi,3,78,8.0412,11.0551,-11.0551,509,Mastomys,NA,NA,F,Sub_adult,25.8,222,107,18,24,FALSE,NA,NA,FALSE,FALSE,0
3-Jul-19,Rainy,Koi,17,444,8.0412,11.0551,-11.0551,510,Mastomys,NA,NA,M,Juvenile,19.2,193,92,16,22,NA,NA,NA,NA,FALSE,0
3-Jul-19,Rainy,Koi,10,819,8.0412,11.0551,-11.0551,511,Rattus,NA,NA,F,Sub_adult,29,252,132,20,27,FALSE,NA,NA,FALSE,NA,NA
3-Jul-19,Rainy,Koi,13,412,8.0412,11.0551,-11.0551,512,Mastomys,NA,NA,M,Sub_adult,33,220,105,16,23,NA,NA,NA,NA,FALSE,0
3-Jul-19,Rainy,Koi,6,994,8.0412,11.0551,-11.0551,513,Rattus,NA,NA,F,Sub_adult,33.3,255,130,20,28,FALSE,NA,NA,FALSE,FALSE,0
3-Jul-19,Rainy,Koi,6,20,8.0412,11.0551,-11.0551,514,Rattus,NA,NA,F,Adult,105.9,405,231,26,35,FALSE,NA,NA,FALSE,NA,NA
3-Jul-19,Rainy,Koi,6,3,8.0412,11.0551,-11.0551,515,Rattus,NA,NA,F,Sub_adult,32,265,136,21,27,FALSE,NA,NA,FALSE,FALSE,0
3-Jul-19,Rainy,Koi,13,871,8.0412,11.0551,-11.0551,516,Rattus,NA,NA,M,Adult,49.3,303,161,20,29,NA,NA,NA,NA,FALSE,0
3-Jul-19,Rainy,Koi,20,926,8.0412,11.0551,-11.0551,517,Rattus,NA,NA,M,Adult,63.6,320,173,23,34,NA,NA,NA,NA,FALSE,0
4-Jul-19,Rainy,Koi,23,866,8.0412,11.0551,-11.0551,518,Rattus,NA,NA,F,Sub_adult,35.6,258,133,19,26,FALSE,NA,NA,FALSE,FALSE,0
4-Jul-19,Rainy,Koi,27,305,8.0412,11.0551,-11.0551,519,Rattus,NA,NA,F,Juvenile,23.1,227,117,19,25,FALSE,NA,NA,FALSE,FALSE,0
4-Jul-19,Rainy,Koi,20,265,8.0412,11.0551,-11.0551,520,Rattus,NA,NA,M,Adult,43.4,286,152,19,28,NA,NA,NA,NA,FALSE,0
4-Jul-19,Rainy,Koi,15,503,8.0412,11.0551,-11.0551,521,Rattus,NA,NA,M,Sub_adult,34.9,264,133,19,25,NA,NA,NA,NA,FALSE,0
4-Jul-19,Rainy,Koi,1,967,8.0412,11.0551,-11.0551,522,Rattus,Rattus,Rattus rattus,F,Adult,74.1,327,171,23,30,FALSE,NA,NA,FALSE,FALSE,0
4-Jul-19,Rainy,Koi,20,198,8.0412,11.0551,-11.0551,523,Rattus,NA,NA,F,Sub_adult,34.8,277,146,19,27,FALSE,NA,NA,FALSE,FALSE,0
4-Jul-19,Rainy,Koi,7,1004,8.0412,11.0551,-11.0551,524,Rattus,NA,NA,F,Adult,58.7,341,167,22,33,FALSE,NA,NA,FALSE,FALSE,0
4-Jul-19,Rainy,Koi,6,822,8.0412,11.0551,-11.0551,525,Rattus,NA,NA,M,Adult,82.4,373,185,25,38,NA,NA,NA,NA,NA,NA
4-Jul-19,Rainy,Koi,2,900,8.0412,11.0551,-11.0551,526,Rattus,NA,NA,F,Adult,77,363,183,24,33,FALSE,NA,NA,FALSE,FALSE,0
4-Jul-19,Rainy,Koi,27,512,8.0412,11.0551,-11.0551,527,Rattus,NA,NA,M,Juvenile,7.8,133,61,12,18,NA,NA,NA,NA,FALSE,0
4-Jul-19,Rainy,Koi,15,497,8.0412,11.0551,-11.0551,528,Mastomys,NA,NA,F,Juvenile,24.5,222,105,17,23,FALSE,NA,NA,FALSE,FALSE,0
10-Jul-19,Rainy,Koyama Ngeima,10,7,8.23473,11.18179,-11.18179,529,Hylomyscus,NA,NA,M,Juvenile,16.4,195,103,13,18,NA,NA,NA,NA,FALSE,0
10-Jul-19,Rainy,Koyama Ngeima,1,889,8.23473,11.18179,-11.18179,530,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,15.6,167,75,15,22,FALSE,NA,NA,FALSE,TRUE,4
10-Jul-19,Rainy,Koyama Ngeima,1,1012,8.23473,11.18179,-11.18179,531,Mastomys,NA,NA,F,Adult,45.7,252,114,18,24,FALSE,NA,NA,FALSE,FALSE,0
10-Jul-19,Rainy,Koyama Ngeima,1,929,8.23473,11.18179,-11.18179,532,Mastomys,Rattus,Rattus rattus,F,Juvenile,12.2,160,75,14,19,FALSE,NA,NA,FALSE,TRUE,2
10-Jul-19,Rainy,Koyama Ngeima,20,138,8.23473,11.18179,-11.18179,533,Rattus,NA,NA,F,Adult,87,372,190,21,32,FALSE,NA,NA,FALSE,FALSE,0
10-Jul-19,Rainy,Koyama Ngeima,8,179,8.23473,11.18179,-11.18179,534,Rattus,NA,NA,F,Sub_adult,30.5,163,131,21,34,FALSE,NA,NA,FALSE,FALSE,0
