Animal_ID,Date,Season,Village,House,Trap,Lat_Convert,Long_Convert(W),Long_Use,Genus_og,Genus_Cytb,Cytb_species,Sex,Age_wt,Weight_g,Length_mm,Tail_mm,Ear_mm,Right_foot_mm,Lactating,Embryos_num,Embryo_length_mm,F_reproduction,Ag_RDT,RDT_Score,U_mL_GP,Positive_GP,U_mL_NP,Positive_NP,IgG_Positive,Positive_AVL,Mean_conc_AVL,Stdev_conc_AVL,Positive_Liver,Mean_conc_Liver,Stdev_conc_Liver,Positive_Lung,Mean_conc_Lung,Stdev_conc_Lung,Positive_Kidney,Mean_conc_Kidney,Stdev_conc_Kidney,Positive_Spleen,Mean_conc_Spleen,Stdev_conc_Spleen,qPCR_Positive
74,29-Nov-18,Dry,Pandembu,6,409,8.21426667,11.06596667,-11.06596667,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,22.3,184,81,15,21,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,30-Nov-18,Dry,Pandembu,6,912,8.21426667,11.06596667,-11.06596667,Mastomys,Mastomys,Mastomys natalensis,F,Adult,47.8,264,123,17,24,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,30-Nov-18,Dry,Pandembu,36,826,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,M,Sub_adult,28.1,277,148,19,32,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,30-Nov-18,Dry,Pandembu,May-36,5,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,M,Sub_adult,30.1,283,151,21,33,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0.453681552,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
78,30-Nov-18,Dry,Pandembu,17,20,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,M,Adult,50,305,158,22,34,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
79,30-Nov-18,Dry,Pandembu,6,405,8.21426667,11.06596667,-11.06596667,Mastomys,Mastomys,Mastomys natalensis,M,Adult,60,274,121,18,25,NA,NA,NA,NA,FALSE,0,22.56366823,FALSE,11.49024835,FALSE,FALSE,FALSE,0.283835455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
80,30-Nov-18,Dry,Pandembu,29,308,8.21426667,11.06596667,-11.06596667,Crocidura,Crocidura,Crocidura olivieri,F,Juvenile,25,189,64,7,16,FALSE,4,3,TRUE,FALSE,0,NA,NA,NA,NA,NA,FALSE,0.283835455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
81,30-Nov-18,Dry,Pandembu,18/36,252,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,F,Adult,55,284,148,22,31,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0.283835455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
82,1-Dec-18,Dry,Pandembu,5,930,8.21426667,11.06596667,-11.06596667,Mastomys,Mastomys,Mastomys natalensis,M,Adult,54,258,114,18,24,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
83,1-Dec-18,Dry,Pandembu,1,814,8.21426667,11.06596667,-11.06596667,Hylomyscus,Hylomyscus,Hylomyscus simus,M,Sub_adult,27,195,104,13,19,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,1-Dec-18,Dry,Pandembu,17,946,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,M,Sub_adult,30,222,109,18,27,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,FALSE,0.283835455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
85,1-Dec-18,Dry,Pandembu,1,856,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,F,Adult,80,306,194,25,34,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
86,1-Dec-18,Dry,Pandembu,2,605,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,F,Adult,48,298,143,23,31,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1-Dec-18,Dry,Pandembu,18,72,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,M,Juvenile,22,253,128,21,31,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
88,1-Dec-18,Dry,Pandembu,16,517,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,M,Juvenile,20,233,124,18,28,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,FALSE,1.447664792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
89,1-Dec-18,Dry,Pandembu,16,869,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,F,Sub_adult,30,304,161,23,34,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
90,1-Dec-18,Dry,Pandembu,1,80,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,M,Sub_adult,40,301,148,21,31,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
91,1-Dec-18,Dry,Pandembu,24,413,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,M,Sub_adult,30,266,135,19,28,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,FALSE,1.447664792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
92,1-Dec-18,Dry,Pandembu,17,999,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,M,Juvenile,16,218,108,19,25,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,FALSE,0.453681552,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
93,1-Dec-18,Dry,Pandembu,18,864,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,F,Sub_adult,28,255,128,19,28,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
94,1-Dec-18,Dry,Pandembu,17,977,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,F,Juvenile,15,223,98,18,25,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
95,1-Dec-18,Dry,Pandembu,17,882,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,F,Adult,50,305,168,23,32,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
96,1-Dec-18,Dry,Pandembu,24,989,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,F,Juvenile,25,259,124,21,29,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
97,2-Dec-18,Dry,Pandembu,6,852,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,F,Adult,45,289,145,21,31,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,FALSE,0.334963021,0.072305298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
98,2-Dec-18,Dry,Pandembu,1,839,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,F,Adult,75,303,170,23,30,FALSE,4,34,TRUE,FALSE,0,NA,NA,NA,NA,NA,FALSE,0.283835455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
99,2-Dec-18,Dry,Pandembu,1,830,8.21426667,11.06596667,-11.06596667,Dormouse,Graphiurus,Graphiurus kelleni,F,Juvenile,18,160,165,9,15,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,FALSE,0.385493494,0.143766178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
100,2-Dec-18,Dry,Pandembu,7,1008,8.21426667,11.06596667,-11.06596667,Mastomys,Mastomys,Mastomys natalensis,M,Adult,70,292,139,18,24,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,2-Dec-18,Dry,Pandembu,25,983,8.21426667,11.06596667,-11.06596667,Mastomys,Mastomys,Mastomys natalensis,M,Adult,65,273,120,17,24,NA,NA,NA,NA,TRUE,3,39.11285461,TRUE,NA,FALSE,TRUE,NA,NA,NA,TRUE,155579.9081,34718.64112,TRUE,507804.933,21156.05372,TRUE,1414319.024,123440.7505,TRUE,155168.0681,16129.10967,TRUE
102,2-Dec-18,Dry,Pandembu,24,993,8.21426667,11.06596667,-11.06596667,Rattus,Rattus,Rattus rattus,F,Juvenile,23,244,125,18,29,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,FALSE,0.509029829,0.318472939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
103,5-Dec-18,Dry,Kormolu,26,25,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,17,171,75,15,23,NA,NA,NA,NA,FALSE,0,NA,FALSE,342.7608371,TRUE,TRUE,FALSE,1.89785801,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
104,5-Dec-18,Dry,Kormolu,27,15,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,40,168,124,18,24,FALSE,NA,NA,FALSE,FALSE,0,19.96273384,FALSE,9.810016391,FALSE,FALSE,FALSE,1.89785801,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
105,5-Dec-18,Dry,Kormolu,32,706,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,35,239,99,17,24,TRUE,NA,NA,FALSE,FALSE,0,6.485148015,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,5-Dec-18,Dry,Kormolu,6,918,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,M,Adult,75,289,129,19,26,NA,NA,NA,NA,FALSE,0,15.93090154,FALSE,11.96961879,FALSE,FALSE,FALSE,1.447664792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
107,5-Dec-18,Dry,Kormolu,26,880,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,20,179,81,15,23,NA,NA,NA,NA,TRUE,4,5.848623705,FALSE,NA,FALSE,FALSE,FALSE,0,0,FALSE,5.505330036,1.031852099,FALSE,16.48029182,5.990567807,FALSE,52.72985512,6.491554749,TRUE,101.0740982,10.05494054,TRUE
108,5-Dec-18,Dry,Kormolu,19,990,7.99523333,11.08348333,-11.08348333,Rattus,Rattus,Rattus rattus,F,Adult,105.5,309,214,28,36,FALSE,7,3,TRUE,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1.447664792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
109,5-Dec-18,Dry,Kormolu,1,954,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,39,258,114,16,24,FALSE,NA,NA,FALSE,FALSE,0,15.57253938,FALSE,NA,FALSE,FALSE,FALSE,1.447664792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
110,5-Dec-18,Dry,Kormolu,14,194,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,28,252,113,17,25,NA,NA,NA,NA,FALSE,0,2.161610721,FALSE,3.762167122,FALSE,FALSE,FALSE,1.447664792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
111,5-Dec-18,Dry,Kormolu,12,853,7.99523333,11.08348333,-11.08348333,Rattus,Rattus,Rattus rattus,F,Sub_adult,40,308,173,24,34,FALSE,6,5,TRUE,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1.447664792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
112,5-Dec-18,Dry,Kormolu,8,817,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,39,258,106,18,24,FALSE,NA,NA,FALSE,TRUE,3,9.288353487,FALSE,NA,FALSE,FALSE,FALSE,0,0,FALSE,5.197853362,2.61844927,TRUE,64.88194372,7.682423751,FALSE,85.18932208,96.10955449,FALSE,18.53375225,6.407792483,TRUE
113,5-Dec-18,Dry,Kormolu,2,947,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,40,447,NA,16,24,TRUE,NA,NA,FALSE,TRUE,4,NA,FALSE,157.3846338,TRUE,TRUE,FALSE,0,0,FALSE,3.116269079,0.668676259,FALSE,10.38754613,0.541709564,FALSE,2.59964985,0,FALSE,3.423153986,1.402275692,FALSE
114,5-Dec-18,Dry,Kormolu,32,935,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,30,224,97,18,24,FALSE,NA,NA,FALSE,FALSE,0,13.06281375,FALSE,4.006253701,FALSE,FALSE,FALSE,0.453681552,0,NA,NA,NA,FALSE,14.49565841,3.239575648,NA,NA,NA,NA,NA,NA,FALSE
115,5-Dec-18,Dry,Kormolu,33,926,7.99523333,11.08348333,-11.08348333,Praomys,NA,NA,M,Juvenile,18,198,100,18,23,NA,NA,NA,NA,FALSE,0,7.210731251,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,6-Dec-18,Dry,Kormolu,36,804,7.99523333,11.08348333,-11.08348333,Mastomys,NA,NA,F,Sub_adult,28,222,96,18,24,FALSE,6,9,TRUE,FALSE,0,4.386284338,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
117,6-Dec-18,Dry,Kormolu,30,411,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,12,151,69,14,20,FALSE,NA,NA,FALSE,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1.387942117,0,NA,NA,NA,FALSE,7.39703615,2.228221984,NA,NA,NA,FALSE
118,6-Dec-18,Dry,Kormolu,26,838,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,M,Adult,60,274,123,18,24,NA,NA,NA,NA,FALSE,0,21.66641232,FALSE,4.493654729,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
119,6-Dec-18,Dry,Kormolu,34,938,7.99523333,11.08348333,-11.08348333,Rattus,Rattus,Rattus rattus,M,Sub_adult,30,289,143,20,32,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
120,6-Dec-18,Dry,Kormolu,26,705,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,18,183,84,14,23,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,6-Dec-18,Dry,Kormolu,26,875,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,13.6,155,73,14,19,FALSE,NA,NA,FALSE,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.735958016,2.558490241,FALSE,18.32671985,1.441564839,FALSE,0,0,FALSE,0.820905116,0.280893401,FALSE
122,6-Dec-18,Dry,Kormolu,19,702,7.99523333,11.08348333,-11.08348333,Rattus,Rattus,Rattus rattus,M,Juvenile,25,233,120,18,25,NA,NA,NA,NA,FALSE,0,4.006725202,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
123,6-Dec-18,Dry,Kormolu,46,975,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,22,204,100,18,23,NA,NA,NA,NA,TRUE,5,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA,NA,TRUE,161.2839779,4.960814321,FALSE,134.7262104,79.57749412,NA,NA,NA,TRUE
124,6-Dec-18,Dry,Kormolu,26,14,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,15,158,73,18,19,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,6-Dec-18,Dry,Kormolu,24,304,7.99523333,11.08348333,-11.08348333,Praomys,Praomys,Praomys rostratus,F,Adult,75,294,128,20,23,FALSE,5,24,TRUE,FALSE,0,8.115384869,FALSE,8.366303641,FALSE,FALSE,FALSE,0.283835455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
126,6-Dec-18,Dry,Kormolu,40,818,7.99523333,11.08348333,-11.08348333,Rattus,Rattus,Rattus rattus,F,Sub_adult,27,285,148,20,29,FALSE,NA,NA,FALSE,FALSE,0,2.150442834,FALSE,1.891957332,TRUE,TRUE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
127,6-Dec-18,Dry,Kormolu,36,226,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,M,Adult,80,283,122,18,24,NA,NA,NA,NA,FALSE,0,2.442766514,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
128,6-Dec-18,Dry,Kormolu,14,839,7.99523333,11.08348333,-11.08348333,Mastomys,Mastomys,Mastomys natalensis,F,Adult,75,284,129,18,25,FALSE,NA,NA,FALSE,TRUE,4,10.09879251,FALSE,7.642999451,FALSE,FALSE,FALSE,0,0,FALSE,4.640429508,2.056975661,FALSE,37.30599154,0.505468779,FALSE,5.421976896,1.694726133,FALSE,3.819699896,0.529046381,FALSE
129,6-Dec-18,Dry,Kormolu,19,925,7.99523333,11.08348333,-11.08348333,Rattus,Rattus,Rattus rattus,M,Sub_adult,26,238,124,19,28,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0.283835455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
130,7-Dec-18,Dry,Nyahahun,10,193,7.98911667,11.10415,-11.08485,Rattus,Rattus,Rattus rattus,M,Adult,105,307,190,23,35,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
131,7-Dec-18,Dry,Nyahahun,28,481,7.98911667,11.10415,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,40,205,111,18,24,TRUE,NA,NA,FALSE,FALSE,0,NA,FALSE,168.2829759,TRUE,TRUE,FALSE,1.89785801,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
132,7-Dec-18,Dry,Nyahahun,14,839,7.98911667,11.10415,-11.08485,Rattus,Praomys,Praomys rostratus,F,Adult,45,303,178,24,33,FALSE,3,19,TRUE,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
133,7-Dec-18,Dry,Nyahahun,29,3,7.98911667,11.10415,-11.08485,Praomys,Praomys,Praomys rostratus,F,Sub_adult,28,260,124,19,23,FALSE,NA,NA,FALSE,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.438455606,0.076657098,FALSE,19.52591525,2.503578922,FALSE,4.025228107,0.175801903,NA,NA,NA,FALSE
134,7-Dec-18,Dry,Nyahahun,35,806,7.98911667,11.10415,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,30,236,103,18,24,FALSE,NA,NA,FALSE,TRUE,5,33.01929801,TRUE,23.17722417,FALSE,TRUE,FALSE,0,0,FALSE,1.041983744,0.502525245,FALSE,16.27759712,12.05768554,FALSE,0,0,FALSE,0.622283487,0,FALSE
135,7-Dec-18,Dry,Nyahahun,32,310,7.98911667,11.10415,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,24.2,224,101,17,24,NA,NA,NA,NA,FALSE,0,8.969275363,FALSE,8.512676295,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
136,7-Dec-18,Dry,Nyahahun,45,7,7.98911667,11.10415,-11.08485,Praomys,Praomys,Praomys rostratus,F,Juvenile,7,269,142,19,25,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
137,8-Dec-18,Dry,Nyahahun,19,986,7.98911667,11.10415,-11.08485,Rattus,Rattus,Rattus rattus,M,Juvenile,22,256,128,18,27,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,8-Dec-18,Dry,Nyahahun,19,809,7.98911667,11.10415,-11.08485,Rattus,Rattus,Rattus rattus,F,Juvenile,25,220,124,18,24,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,2.783904096,1.889727747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
139,8-Dec-18,Dry,Nyahahun,28,4,7.98911667,11.10415,-11.08485,Rattus,Rattus,Rattus rattus,F,Adult,75,331,203,23,32,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1.447664792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
140,8-Dec-18,Dry,Nyahahun,7,911,7.98911667,11.10415,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,30,216,93,17,24,NA,NA,NA,NA,FALSE,0,3.307724822,FALSE,2.48344835,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
141,8-Dec-18,Dry,Nyahahun,2,983,7.98911667,11.10415,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Adult,80,300,126,18,25,NA,NA,NA,NA,FALSE,0,9.374403227,FALSE,6.065957908,FALSE,FALSE,FALSE,1.130651885,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
142,8-Dec-18,Dry,Nyahahun,19,878,7.98911667,11.10415,-11.08485,Rattus,Rattus,Rattus rattus,M,Juvenile,18,235,120,19,26,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
143,8-Dec-18,Dry,Nyahahun,10,107,7.98911667,11.10415,-11.08485,Rattus,Rattus,Rattus rattus,F,Juvenile,17,207,105,15,28,FALSE,NA,NA,FALSE,FALSE,0,3.813819372,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
144,8-Dec-18,Dry,Nyahahun,14,178,7.98911667,11.10415,-11.08485,Rattus,Rattus,Rattus rattus,M,Adult,90,354,81,24,22,NA,NA,NA,NA,FALSE,0,1.979486931,FALSE,NA,FALSE,FALSE,FALSE,0.283835455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
145,12-Dec-18,Dry,Kpalu I,27,984,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,12,153,75,12,20,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,12-Dec-18,Dry,Kpalu I,20,841,7.90761667,11.08485,-11.08485,Rattus,Rattus,Rattus rattus,M,Juvenile,25,286,145,22,30,NA,NA,NA,NA,FALSE,0,1.592505396,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,12-Dec-18,Dry,Kpalu I,27,889,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,40,248,115,18,24,NA,NA,NA,NA,FALSE,0,2.1397611,FALSE,2.48344835,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,12-Dec-18,Dry,Kpalu I,44,810,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,38,234,113,17,24,NA,NA,NA,NA,TRUE,3,5.041544942,FALSE,1.302603673,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,FALSE,23.19995296,5.694374227,NA,NA,NA,FALSE
149,12-Dec-18,Dry,Kpalu I,3,975,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,15,146,68,12,18,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,12-Dec-18,Dry,Kpalu I,3,975,7.90761667,11.08485,-11.08485,Mastomys,NA,NA,F,Juvenile,15,144,64,8,18,FALSE,NA,NA,FALSE,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.733742227,0.157626461,FALSE
